sample_time_utc,sample_time_local,sample_local_hour,sample_interval_seconds,site_timezone,site_latitude,site_longitude,inverter_ip,slave_id,forecast_refresh_seconds,manufacturer,model,software_version,serial_number,site_power_w,site_energy_day_wh,site_energy_total_wh,ac_total_current_a,voltage_ab_v,voltage_an_v,ac_power_w,frequency_hz,apparent_power_va,power_factor_pct,lifetime_energy_wh,dc_power_total_w,operating_state_code,string1_current_a,string1_voltage_v,string1_power_w,string2_current_a,string2_voltage_v,string2_power_w,battery_soc_pct,battery_voltage_v,battery_status_code,owm_current_observation_time_utc,owm_current_observation_time_local,owm_current_weather_main,owm_current_weather_description,owm_current_temp_c,owm_current_feels_like_c,owm_current_pressure_hpa,owm_current_humidity_pct,owm_current_clouds_pct,owm_current_visibility_m,owm_current_wind_speed_ms,owm_current_wind_deg,owm_current_wind_gust_ms,owm_current_rain_1h_mm,owm_current_sunrise_utc,owm_current_sunset_utc,owm_current_source,owm_current_api_url,owm_forecast_for_sample_hour_fetch_time_utc,owm_forecast_for_sample_hour_fetch_time_local,owm_forecast_for_sample_hour_target_time_utc,owm_forecast_for_sample_hour_target_time_local,owm_forecast_for_sample_hour_weather_main,owm_forecast_for_sample_hour_weather_description,owm_forecast_for_sample_hour_temp_c,owm_forecast_for_sample_hour_feels_like_c,owm_forecast_for_sample_hour_pressure_hpa,owm_forecast_for_sample_hour_humidity_pct,owm_forecast_for_sample_hour_clouds_pct,owm_forecast_for_sample_hour_visibility_m,owm_forecast_for_sample_hour_wind_speed_ms,owm_forecast_for_sample_hour_wind_deg,owm_forecast_for_sample_hour_wind_gust_ms,owm_forecast_for_sample_hour_pop,owm_forecast_for_sample_hour_rain_1h_mm,owm_forecast_for_sample_hour_snow_1h_mm,owm_yesterday_forecast_for_sample_hour_fetch_time_utc,owm_yesterday_forecast_for_sample_hour_fetch_time_local,owm_yesterday_forecast_for_sample_hour_target_time_utc,owm_yesterday_forecast_for_sample_hour_target_time_local,owm_yesterday_forecast_for_sample_hour_weather_main,owm_yesterday_forecast_for_sample_hour_weather_description,owm_yesterday_forecast_for_sample_hour_temp_c,owm_yesterday_forecast_for_sample_hour_feels_like_c,owm_yesterday_forecast_for_sample_hour_pressure_hpa,owm_yesterday_forecast_for_sample_hour_humidity_pct,owm_yesterday_forecast_for_sample_hour_clouds_pct,owm_yesterday_forecast_for_sample_hour_visibility_m,owm_yesterday_forecast_for_sample_hour_wind_speed_ms,owm_yesterday_forecast_for_sample_hour_wind_deg,owm_yesterday_forecast_for_sample_hour_wind_gust_ms,owm_yesterday_forecast_for_sample_hour_pop,owm_yesterday_forecast_for_sample_hour_rain_1h_mm,owm_yesterday_forecast_for_sample_hour_snow_1h_mm
2026-04-24T12:20:00.014006+00:00,2026-04-24T17:50:00.014006+05:30,2026-04-24T17:00:00+05:30,300,Asia/Colombo,6.77,79.88,10.12.123.209,3,3600,Fronius,Symo 5.0-3-M,0.3.30.1,31331226,256,13969,20671788,0.83,406.6,235.9,235.3,196,50.02,0,14130969,211.59,4,0.44,247.7,108.99,0.4,256.5,102.6,,,,2026-04-24T12:15:00+00:00,2026-04-24T17:45:00+05:30,Clouds,overcast clouds,29.55,35.57,1007,77,100,10000,1.61,226,1.68,,2026-04-24T00:28:55+00:00,2026-04-24T12:48:06+00:00,OpenWeather Current Weather API,https://api.openweathermap.org/data/2.5/weather?appid=ad68766b867a911094e68f762f59f00d&lat=6.77&lon=79.88&units=metric,2026-04-24T11:25:00.001014+00:00,2026-04-24T16:55:00.001014+05:30,2026-04-24T12:00:00+00:00,2026-04-24T17:30:00+05:30,Rain,light rain,30.73,37.46,1006,72,99,10000,1.51,224,1.72,0.97,0.42,,2026-04-23T17:45:00.021715+00:00,2026-04-23T23:15:00.021715+05:30,2026-04-24T12:00:00+00:00,2026-04-24T17:30:00+05:30,Clouds,overcast clouds,29.04,33.39,1007,73,98,10000,2.9,250,3.62,0.71,,
2026-04-24T12:25:00.012438+00:00,2026-04-24T17:55:00.012438+05:30,2026-04-24T17:00:00+05:30,300,Asia/Colombo,6.77,79.88,10.12.123.209,3,3600,Fronius,Symo 5.0-3-M,0.3.30.1,31331226,195,13988,20671799,0.64,406,236.5,236.2,150,49.92,260,14130980,162.37,4,0.34,243.3,82.72,0.32,248.9,79.65,,,,2026-04-24T12:25:02+00:00,2026-04-24T17:55:02+05:30,Clouds,overcast clouds,29.55,35.82,1007,78,100,10000,1.61,226,1.68,,2026-04-24T00:28:55+00:00,2026-04-24T12:48:06+00:00,OpenWeather Current Weather API,https://api.openweathermap.org/data/2.5/weather?appid=ad68766b867a911094e68f762f59f00d&lat=6.77&lon=79.88&units=metric,2026-04-24T11:25:00.001014+00:00,2026-04-24T16:55:00.001014+05:30,2026-04-24T12:00:00+00:00,2026-04-24T17:30:00+05:30,Rain,light rain,30.73,37.46,1006,72,99,10000,1.51,224,1.72,0.97,0.42,,2026-04-23T17:45:00.021715+00:00,2026-04-23T23:15:00.021715+05:30,2026-04-24T12:00:00+00:00,2026-04-24T17:30:00+05:30,Clouds,overcast clouds,29.04,33.39,1007,73,98,10000,2.9,250,3.62,0.71,,
2026-04-24T12:30:00.012126+00:00,2026-04-24T18:00:00.012126+05:30,2026-04-24T18:00:00+05:30,300,Asia/Colombo,6.77,79.88,10.12.123.209,3,3600,Fronius,Symo 5.0-3-M,0.3.30.1,31331226,132,14003,20671820,0.42,407.2,236.7,235.1,98,49.92,-170,14130990,114.75,4,0.24,241.7,58.01,0.23,246.7,56.74,,,,2026-04-24T12:25:02+00:00,2026-04-24T17:55:02+05:30,Clouds,overcast clouds,29.55,35.82,1007,78,100,10000,1.61,226,1.68,,2026-04-24T00:28:55+00:00,2026-04-24T12:48:06+00:00,OpenWeather Current Weather API,https://api.openweathermap.org/data/2.5/weather?appid=ad68766b867a911094e68f762f59f00d&lat=6.77&lon=79.88&units=metric,2026-04-24T12:25:00.012438+00:00,2026-04-24T17:55:00.012438+05:30,2026-04-24T13:00:00+00:00,2026-04-24T18:30:00+05:30,Clouds,overcast clouds,29.33,34.97,1007,77,100,10000,1.7,199,1.79,0.17,,,2026-04-23T17:45:00.021715+00:00,2026-04-23T23:15:00.021715+05:30,2026-04-24T13:00:00+00:00,2026-04-24T18:30:00+05:30,Clouds,overcast clouds,29,33.1,1008,72,100,10000,2.75,237,3.1,0.03,,
2026-04-24T12:35:00.001221+00:00,2026-04-24T18:05:00.001221+05:30,2026-04-24T18:00:00+05:30,300,Asia/Colombo,6.77,79.88,10.12.123.209,3,3600,Fronius,Symo 5.0-3-M,0.3.30.1,31331226,63,14011,20671830,0.18,408.4,237.3,236.6,47,49.99,0,14131000,61.51,4,0.13,235.2,30.58,0.15,206.2,30.93,,,,2026-04-24T12:25:02+00:00,2026-04-24T17:55:02+05:30,Clouds,overcast clouds,29.55,35.82,1007,78,100,10000,1.61,226,1.68,,2026-04-24T00:28:55+00:00,2026-04-24T12:48:06+00:00,OpenWeather Current Weather API,https://api.openweathermap.org/data/2.5/weather?appid=ad68766b867a911094e68f762f59f00d&lat=6.77&lon=79.88&units=metric,2026-04-24T12:25:00.012438+00:00,2026-04-24T17:55:00.012438+05:30,2026-04-24T13:00:00+00:00,2026-04-24T18:30:00+05:30,Clouds,overcast clouds,29.33,34.97,1007,77,100,10000,1.7,199,1.79,0.17,,,2026-04-23T17:45:00.021715+00:00,2026-04-23T23:15:00.021715+05:30,2026-04-24T13:00:00+00:00,2026-04-24T18:30:00+05:30,Clouds,overcast clouds,29,33.1,1008,72,100,10000,2.75,237,3.1,0.03,,
2026-04-24T12:40:00.009410+00:00,2026-04-24T18:10:00.009410+05:30,2026-04-24T18:00:00+05:30,300,Asia/Colombo,6.77,79.88,10.12.123.209,3,3600,Fronius,Symo 5.0-3-M,0.3.30.1,31331226,19,14014,20671830,0.09,409.2,237.5,235.8,12,49.93,-160,14131000,23.72,4,0.06,199,11.94,0.06,196.3,11.78,,,,2026-04-24T12:40:00+00:00,2026-04-24T18:10:00+05:30,Clouds,overcast clouds,29,34.53,1008,79,100,10000,1.7,199,1.79,,2026-04-24T00:28:55+00:00,2026-04-24T12:48:06+00:00,OpenWeather Current Weather API,https://api.openweathermap.org/data/2.5/weather?appid=ad68766b867a911094e68f762f59f00d&lat=6.77&lon=79.88&units=metric,2026-04-24T12:25:00.012438+00:00,2026-04-24T17:55:00.012438+05:30,2026-04-24T13:00:00+00:00,2026-04-24T18:30:00+05:30,Clouds,overcast clouds,29.33,34.97,1007,77,100,10000,1.7,199,1.79,0.17,,,2026-04-23T17:45:00.021715+00:00,2026-04-23T23:15:00.021715+05:30,2026-04-24T13:00:00+00:00,2026-04-24T18:30:00+05:30,Clouds,overcast clouds,29,33.1,1008,72,100,10000,2.75,237,3.1,0.03,,
2026-04-24T12:45:00.005848+00:00,2026-04-24T18:15:00.005848+05:30,2026-04-24T18:00:00+05:30,300,Asia/Colombo,6.77,79.88,10.12.123.209,3,3600,Fronius,Symo 5.0-3-M,0.3.30.1,31331226,0,14014,20671830,0,0,0,0,0,0,-3276.8,14131000,0,7,0,256.6,0,0,258.3,0,,,,2026-04-24T12:40:00+00:00,2026-04-24T18:10:00+05:30,Clouds,overcast clouds,29,34.53,1008,79,100,10000,1.7,199,1.79,,2026-04-24T00:28:55+00:00,2026-04-24T12:48:06+00:00,OpenWeather Current Weather API,https://api.openweathermap.org/data/2.5/weather?appid=ad68766b867a911094e68f762f59f00d&lat=6.77&lon=79.88&units=metric,2026-04-24T12:25:00.012438+00:00,2026-04-24T17:55:00.012438+05:30,2026-04-24T13:00:00+00:00,2026-04-24T18:30:00+05:30,Clouds,overcast clouds,29.33,34.97,1007,77,100,10000,1.7,199,1.79,0.17,,,2026-04-23T17:45:00.021715+00:00,2026-04-23T23:15:00.021715+05:30,2026-04-24T13:00:00+00:00,2026-04-24T18:30:00+05:30,Clouds,overcast clouds,29,33.1,1008,72,100,10000,2.75,237,3.1,0.03,,
2026-04-24T12:50:00.007581+00:00,2026-04-24T18:20:00.007581+05:30,2026-04-24T18:00:00+05:30,300,Asia/Colombo,6.77,79.88,10.12.123.209,3,3600,Fronius,Symo 5.0-3-M,0.3.30.1,31331226,0,14014,20671830,0,0,0,0,0,0,-3276.8,14131000,0,7,0,242,0,0,244.1,0,,,,2026-04-24T12:40:00+00:00,2026-04-24T18:10:00+05:30,Clouds,overcast clouds,29,34.53,1008,79,100,10000,1.7,199,1.79,,2026-04-24T00:28:55+00:00,2026-04-24T12:48:06+00:00,OpenWeather Current Weather API,https://api.openweathermap.org/data/2.5/weather?appid=ad68766b867a911094e68f762f59f00d&lat=6.77&lon=79.88&units=metric,2026-04-24T12:25:00.012438+00:00,2026-04-24T17:55:00.012438+05:30,2026-04-24T13:00:00+00:00,2026-04-24T18:30:00+05:30,Clouds,overcast clouds,29.33,34.97,1007,77,100,10000,1.7,199,1.79,0.17,,,2026-04-23T17:45:00.021715+00:00,2026-04-23T23:15:00.021715+05:30,2026-04-24T13:00:00+00:00,2026-04-24T18:30:00+05:30,Clouds,overcast clouds,29,33.1,1008,72,100,10000,2.75,237,3.1,0.03,,
2026-04-24T12:55:00.001389+00:00,2026-04-24T18:25:00.001389+05:30,2026-04-24T18:00:00+05:30,300,Asia/Colombo,6.77,79.88,10.12.123.209,3,3600,Fronius,Symo 5.0-3-M,0.3.30.1,31331226,0,14014,20671830,0,0,0,0,0,0,-3276.8,14131000,0,7,0,225.2,0,0,226.8,0,,,,2026-04-24T12:55:00+00:00,2026-04-24T18:25:00+05:30,Clouds,overcast clouds,29,34.53,1008,79,100,10000,1.7,199,1.79,,2026-04-24T00:28:55+00:00,2026-04-24T12:48:06+00:00,OpenWeather Current Weather API,https://api.openweathermap.org/data/2.5/weather?appid=ad68766b867a911094e68f762f59f00d&lat=6.77&lon=79.88&units=metric,2026-04-24T12:25:00.012438+00:00,2026-04-24T17:55:00.012438+05:30,2026-04-24T13:00:00+00:00,2026-04-24T18:30:00+05:30,Clouds,overcast clouds,29.33,34.97,1007,77,100,10000,1.7,199,1.79,0.17,,,2026-04-23T17:45:00.021715+00:00,2026-04-23T23:15:00.021715+05:30,2026-04-24T13:00:00+00:00,2026-04-24T18:30:00+05:30,Clouds,overcast clouds,29,33.1,1008,72,100,10000,2.75,237,3.1,0.03,,
2026-04-24T13:00:00.006453+00:00,2026-04-24T18:30:00.006453+05:30,2026-04-24T18:00:00+05:30,300,Asia/Colombo,6.77,79.88,10.12.123.209,3,3600,Fronius,Symo 5.0-3-M,0.3.30.1,31331226,0,14014,20671830,0,0,0,0,0,0,-3276.8,14131000,0,3,655.35,655.35,655.35,0,0,0,,,,2026-04-24T12:55:00+00:00,2026-04-24T18:25:00+05:30,Clouds,overcast clouds,29,34.53,1008,79,100,10000,1.7,199,1.79,,2026-04-24T00:28:55+00:00,2026-04-24T12:48:06+00:00,OpenWeather Current Weather API,https://api.openweathermap.org/data/2.5/weather?appid=ad68766b867a911094e68f762f59f00d&lat=6.77&lon=79.88&units=metric,2026-04-24T12:25:00.012438+00:00,2026-04-24T17:55:00.012438+05:30,2026-04-24T13:00:00+00:00,2026-04-24T18:30:00+05:30,Clouds,overcast clouds,29.33,34.97,1007,77,100,10000,1.7,199,1.79,0.17,,,2026-04-23T17:45:00.021715+00:00,2026-04-23T23:15:00.021715+05:30,2026-04-24T13:00:00+00:00,2026-04-24T18:30:00+05:30,Clouds,overcast clouds,29,33.1,1008,72,100,10000,2.75,237,3.1,0.03,,
2026-04-24T13:05:00.003158+00:00,2026-04-24T18:35:00.003158+05:30,2026-04-24T18:00:00+05:30,300,Asia/Colombo,6.77,79.88,10.12.123.209,3,3600,Fronius,Symo 5.0-3-M,0.3.30.1,31331226,0,14014,20671830,0,0,0,0,0,0,-3276.8,14131000,0,7,0,116.3,0,0,120.9,0,,,,2026-04-24T12:59:19+00:00,2026-04-24T18:29:19+05:30,Clouds,overcast clouds,28.38,33.07,1008,80,100,10000,1.7,199,1.79,,2026-04-24T00:28:54+00:00,2026-04-24T12:48:06+00:00,OpenWeather Current Weather API,https://api.openweathermap.org/data/2.5/weather?appid=ad68766b867a911094e68f762f59f00d&lat=6.77&lon=79.88&units=metric,2026-04-24T12:25:00.012438+00:00,2026-04-24T17:55:00.012438+05:30,2026-04-24T13:00:00+00:00,2026-04-24T18:30:00+05:30,Clouds,overcast clouds,29.33,34.97,1007,77,100,10000,1.7,199,1.79,0.17,,,2026-04-23T17:45:00.021715+00:00,2026-04-23T23:15:00.021715+05:30,2026-04-24T13:00:00+00:00,2026-04-24T18:30:00+05:30,Clouds,overcast clouds,29,33.1,1008,72,100,10000,2.75,237,3.1,0.03,,
2026-04-24T13:10:00.000974+00:00,2026-04-24T18:40:00.000974+05:30,2026-04-24T18:00:00+05:30,300,Asia/Colombo,6.77,79.88,10.12.123.209,3,3600,Fronius,Symo 5.0-3-M,0.3.30.1,31331226,0,14014,20671830,0,0,0,0,0,0,-3276.8,14131000,0,3,655.35,655.35,655.35,0,0,0,,,,2026-04-24T12:59:19+00:00,2026-04-24T18:29:19+05:30,Clouds,overcast clouds,28.38,33.07,1008,80,100,10000,1.7,199,1.79,,2026-04-24T00:28:54+00:00,2026-04-24T12:48:06+00:00,OpenWeather Current Weather API,https://api.openweathermap.org/data/2.5/weather?appid=ad68766b867a911094e68f762f59f00d&lat=6.77&lon=79.88&units=metric,2026-04-24T12:25:00.012438+00:00,2026-04-24T17:55:00.012438+05:30,2026-04-24T13:00:00+00:00,2026-04-24T18:30:00+05:30,Clouds,overcast clouds,29.33,34.97,1007,77,100,10000,1.7,199,1.79,0.17,,,2026-04-23T17:45:00.021715+00:00,2026-04-23T23:15:00.021715+05:30,2026-04-24T13:00:00+00:00,2026-04-24T18:30:00+05:30,Clouds,overcast clouds,29,33.1,1008,72,100,10000,2.75,237,3.1,0.03,,
2026-04-24T13:15:00.010339+00:00,2026-04-24T18:45:00.010339+05:30,2026-04-24T18:00:00+05:30,300,Asia/Colombo,6.77,79.88,10.12.123.209,3,3600,Fronius,Symo 5.0-3-M,0.3.30.1,31331226,0,14014,20671830,0,0,0,0,0,0,-3276.8,14131000,0,7,0,23.3,0,0,24.2,0,,,,2026-04-24T13:15:00+00:00,2026-04-24T18:45:00+05:30,Clouds,overcast clouds,28.44,33.41,1008,81,100,10000,1.7,199,1.79,,2026-04-24T00:28:55+00:00,2026-04-24T12:48:06+00:00,OpenWeather Current Weather API,https://api.openweathermap.org/data/2.5/weather?appid=ad68766b867a911094e68f762f59f00d&lat=6.77&lon=79.88&units=metric,2026-04-24T12:25:00.012438+00:00,2026-04-24T17:55:00.012438+05:30,2026-04-24T13:00:00+00:00,2026-04-24T18:30:00+05:30,Clouds,overcast clouds,29.33,34.97,1007,77,100,10000,1.7,199,1.79,0.17,,,2026-04-23T17:45:00.021715+00:00,2026-04-23T23:15:00.021715+05:30,2026-04-24T13:00:00+00:00,2026-04-24T18:30:00+05:30,Clouds,overcast clouds,29,33.1,1008,72,100,10000,2.75,237,3.1,0.03,,
2026-04-25T00:15:00.001859+00:00,2026-04-25T05:45:00.001859+05:30,2026-04-25T05:00:00+05:30,300,Asia/Colombo,6.77,79.88,10.12.123.209,3,3600,Fronius,Symo 5.0-3-M,0.3.30.1,31331226,0,0,20671830,0,655.35,0,0,0,0,-3276.8,14131000,0,3,0,213.5,0,0,213.9,0,,,,2026-04-25T00:05:01+00:00,2026-04-25T05:35:01+05:30,Clouds,broken clouds,26.22,26.22,1008,91,60,10000,2.75,107,2.86,,2026-04-25T00:28:35+00:00,2026-04-25T12:48:07+00:00,OpenWeather Current Weather API,https://api.openweathermap.org/data/2.5/weather?appid=ad68766b867a911094e68f762f59f00d&lat=6.77&lon=79.88&units=metric,2026-04-24T23:55:00.002064+00:00,2026-04-25T05:25:00.002064+05:30,2026-04-25T00:00:00+00:00,2026-04-25T05:30:00+05:30,Rain,light rain,26.22,26.22,1008,91,60,10000,2.75,107,2.86,0.85,0.66,,2026-04-24T17:39:59.993433+00:00,2026-04-24T23:09:59.993433+05:30,2026-04-25T00:00:00+00:00,2026-04-25T05:30:00+05:30,Rain,light rain,26.46,26.46,1008,83,94,10000,2.33,101,2.22,0.86,0.16,
2026-04-25T00:20:00.000621+00:00,2026-04-25T05:50:00.000621+05:30,2026-04-25T05:00:00+05:30,300,Asia/Colombo,6.77,79.88,10.12.123.209,3,3600,Fronius,Symo 5.0-3-M,0.3.30.1,31331226,0,0,20671830,0,655.35,0,0,0,0,-3276.8,14131000,0,7,655.35,655.35,655.35,0,0,0,,,,2026-04-25T00:17:19+00:00,2026-04-25T05:47:19+05:30,Clouds,broken clouds,26.16,26.16,1008,91,60,10000,2.75,107,2.86,,2026-04-25T00:28:34+00:00,2026-04-25T12:48:06+00:00,OpenWeather Current Weather API,https://api.openweathermap.org/data/2.5/weather?appid=ad68766b867a911094e68f762f59f00d&lat=6.77&lon=79.88&units=metric,2026-04-24T23:55:00.002064+00:00,2026-04-25T05:25:00.002064+05:30,2026-04-25T00:00:00+00:00,2026-04-25T05:30:00+05:30,Rain,light rain,26.22,26.22,1008,91,60,10000,2.75,107,2.86,0.85,0.66,,2026-04-24T17:39:59.993433+00:00,2026-04-24T23:09:59.993433+05:30,2026-04-25T00:00:00+00:00,2026-04-25T05:30:00+05:30,Rain,light rain,26.46,26.46,1008,83,94,10000,2.33,101,2.22,0.86,0.16,
2026-04-25T00:25:00.013762+00:00,2026-04-25T05:55:00.013762+05:30,2026-04-25T05:00:00+05:30,300,Asia/Colombo,6.77,79.88,10.12.123.209,3,3600,Fronius,Symo 5.0-3-M,0.3.30.1,31331226,0,0,20671830,0,655.35,0,0,0,0,-3276.8,14131000,0,7,0,255.4,0,0,257.4,0,,,,2026-04-25T00:17:19+00:00,2026-04-25T05:47:19+05:30,Clouds,broken clouds,26.16,26.16,1008,91,60,10000,2.75,107,2.86,,2026-04-25T00:28:34+00:00,2026-04-25T12:48:06+00:00,OpenWeather Current Weather API,https://api.openweathermap.org/data/2.5/weather?appid=ad68766b867a911094e68f762f59f00d&lat=6.77&lon=79.88&units=metric,2026-04-24T23:55:00.002064+00:00,2026-04-25T05:25:00.002064+05:30,2026-04-25T00:00:00+00:00,2026-04-25T05:30:00+05:30,Rain,light rain,26.22,26.22,1008,91,60,10000,2.75,107,2.86,0.85,0.66,,2026-04-24T17:39:59.993433+00:00,2026-04-24T23:09:59.993433+05:30,2026-04-25T00:00:00+00:00,2026-04-25T05:30:00+05:30,Rain,light rain,26.46,26.46,1008,83,94,10000,2.33,101,2.22,0.86,0.16,
2026-04-25T00:30:00.001287+00:00,2026-04-25T06:00:00.001287+05:30,2026-04-25T06:00:00+05:30,300,Asia/Colombo,6.77,79.88,10.12.123.209,3,3600,Fronius,Symo 5.0-3-M,0.3.30.1,31331226,0,0,20671830,0,655.35,0,0,0,0,-3276.8,14131000,0,7,0,265.9,0,0,267.6,0,,,,2026-04-25T00:30:01+00:00,2026-04-25T06:00:01+05:30,Clouds,overcast clouds,26.22,26.22,1008,91,100,10000,2.88,98,3.08,,2026-04-25T00:28:35+00:00,2026-04-25T12:48:07+00:00,OpenWeather Current Weather API,https://api.openweathermap.org/data/2.5/weather?appid=ad68766b867a911094e68f762f59f00d&lat=6.77&lon=79.88&units=metric,2026-04-24T23:55:00.002064+00:00,2026-04-25T05:25:00.002064+05:30,2026-04-25T01:00:00+00:00,2026-04-25T06:30:00+05:30,Clouds,broken clouds,26.29,26.29,1008,89,68,10000,2.88,98,3.08,0.21,,,2026-04-24T17:39:59.993433+00:00,2026-04-24T23:09:59.993433+05:30,2026-04-25T01:00:00+00:00,2026-04-25T06:30:00+05:30,Clouds,overcast clouds,26.39,26.39,1008,84,94,10000,2.48,101,2.55,0,,
2026-04-25T00:35:00.000611+00:00,2026-04-25T06:05:00.000611+05:30,2026-04-25T06:00:00+05:30,300,Asia/Colombo,6.77,79.88,10.12.123.209,3,3600,Fronius,Symo 5.0-3-M,0.3.30.1,31331226,4,0,20671830,0,655.35,0,0,0,0,-3276.8,14131000,0,7,0,275.6,0,0,277.1,0,,,,2026-04-25T00:30:01+00:00,2026-04-25T06:00:01+05:30,Clouds,overcast clouds,26.22,26.22,1008,91,100,10000,2.88,98,3.08,,2026-04-25T00:28:35+00:00,2026-04-25T12:48:07+00:00,OpenWeather Current Weather API,https://api.openweathermap.org/data/2.5/weather?appid=ad68766b867a911094e68f762f59f00d&lat=6.77&lon=79.88&units=metric,2026-04-24T23:55:00.002064+00:00,2026-04-25T05:25:00.002064+05:30,2026-04-25T01:00:00+00:00,2026-04-25T06:30:00+05:30,Clouds,broken clouds,26.29,26.29,1008,89,68,10000,2.88,98,3.08,0.21,,,2026-04-24T17:39:59.993433+00:00,2026-04-24T23:09:59.993433+05:30,2026-04-25T01:00:00+00:00,2026-04-25T06:30:00+05:30,Clouds,overcast clouds,26.39,26.39,1008,84,94,10000,2.48,101,2.55,0,,
2026-04-25T00:40:00.002333+00:00,2026-04-25T06:10:00.002333+05:30,2026-04-25T06:00:00+05:30,300,Asia/Colombo,6.77,79.88,10.12.123.209,3,3600,Fronius,Symo 5.0-3-M,0.3.30.1,31331226,66,1,20671830,0.24,405.4,234.9,235.2,58,49.95,90,14131000,79.65,4,0.16,248,39.68,0.16,249.8,39.97,,,,2026-04-25T00:30:01+00:00,2026-04-25T06:00:01+05:30,Clouds,overcast clouds,26.22,26.22,1008,91,100,10000,2.88,98,3.08,,2026-04-25T00:28:35+00:00,2026-04-25T12:48:07+00:00,OpenWeather Current Weather API,https://api.openweathermap.org/data/2.5/weather?appid=ad68766b867a911094e68f762f59f00d&lat=6.77&lon=79.88&units=metric,2026-04-24T23:55:00.002064+00:00,2026-04-25T05:25:00.002064+05:30,2026-04-25T01:00:00+00:00,2026-04-25T06:30:00+05:30,Clouds,broken clouds,26.29,26.29,1008,89,68,10000,2.88,98,3.08,0.21,,,2026-04-24T17:39:59.993433+00:00,2026-04-24T23:09:59.993433+05:30,2026-04-25T01:00:00+00:00,2026-04-25T06:30:00+05:30,Clouds,overcast clouds,26.39,26.39,1008,84,94,10000,2.48,101,2.55,0,,
2026-04-25T00:45:00.003294+00:00,2026-04-25T06:15:00.003294+05:30,2026-04-25T06:00:00+05:30,300,Asia/Colombo,6.77,79.88,10.12.123.209,3,3600,Fronius,Symo 5.0-3-M,0.3.30.1,31331226,124,8,20671840,0.48,405,234.7,234.7,111,50.04,0,14131010,131.28,4,0.26,252.6,65.68,0.25,262.4,65.6,,,,2026-04-25T00:30:01+00:00,2026-04-25T06:00:01+05:30,Clouds,overcast clouds,26.22,26.22,1008,91,100,10000,2.88,98,3.08,,2026-04-25T00:28:35+00:00,2026-04-25T12:48:07+00:00,OpenWeather Current Weather API,https://api.openweathermap.org/data/2.5/weather?appid=ad68766b867a911094e68f762f59f00d&lat=6.77&lon=79.88&units=metric,2026-04-24T23:55:00.002064+00:00,2026-04-25T05:25:00.002064+05:30,2026-04-25T01:00:00+00:00,2026-04-25T06:30:00+05:30,Clouds,broken clouds,26.29,26.29,1008,89,68,10000,2.88,98,3.08,0.21,,,2026-04-24T17:39:59.993433+00:00,2026-04-24T23:09:59.993433+05:30,2026-04-25T01:00:00+00:00,2026-04-25T06:30:00+05:30,Clouds,overcast clouds,26.39,26.39,1008,84,94,10000,2.48,101,2.55,0,,
2026-04-25T00:50:00.012475+00:00,2026-04-25T06:20:00.012475+05:30,2026-04-25T06:00:00+05:30,300,Asia/Colombo,6.77,79.88,10.12.123.209,3,3600,Fronius,Symo 5.0-3-M,0.3.30.1,31331226,198,22,20671849,0.75,405.2,235.1,234.6,176,49.86,70,14131019,198.09,4,0.38,258.9,98.38,0.38,262.4,99.71,,,,2026-04-25T00:44:22+00:00,2026-04-25T06:14:22+05:30,Clouds,overcast clouds,26.16,26.16,1008,92,100,10000,2.88,98,3.08,,2026-04-25T00:28:34+00:00,2026-04-25T12:48:06+00:00,OpenWeather Current Weather API,https://api.openweathermap.org/data/2.5/weather?appid=ad68766b867a911094e68f762f59f00d&lat=6.77&lon=79.88&units=metric,2026-04-24T23:55:00.002064+00:00,2026-04-25T05:25:00.002064+05:30,2026-04-25T01:00:00+00:00,2026-04-25T06:30:00+05:30,Clouds,broken clouds,26.29,26.29,1008,89,68,10000,2.88,98,3.08,0.21,,,2026-04-24T17:39:59.993433+00:00,2026-04-24T23:09:59.993433+05:30,2026-04-25T01:00:00+00:00,2026-04-25T06:30:00+05:30,Clouds,overcast clouds,26.39,26.39,1008,84,94,10000,2.48,101,2.55,0,,
2026-04-25T00:55:00.000877+00:00,2026-04-25T06:25:00.000877+05:30,2026-04-25T06:00:00+05:30,300,Asia/Colombo,6.77,79.88,10.12.123.209,3,3600,Fronius,Symo 5.0-3-M,0.3.30.1,31331226,275,41,20671870,1.02,407,236.6,235.4,243,49.98,-100,14131040,279.51,4,0.51,258.4,131.78,0.56,263.8,147.73,,,,2026-04-25T00:44:22+00:00,2026-04-25T06:14:22+05:30,Clouds,overcast clouds,26.16,26.16,1008,92,100,10000,2.88,98,3.08,,2026-04-25T00:28:34+00:00,2026-04-25T12:48:06+00:00,OpenWeather Current Weather API,https://api.openweathermap.org/data/2.5/weather?appid=ad68766b867a911094e68f762f59f00d&lat=6.77&lon=79.88&units=metric,2026-04-24T23:55:00.002064+00:00,2026-04-25T05:25:00.002064+05:30,2026-04-25T01:00:00+00:00,2026-04-25T06:30:00+05:30,Clouds,broken clouds,26.29,26.29,1008,89,68,10000,2.88,98,3.08,0.21,,,2026-04-24T17:39:59.993433+00:00,2026-04-24T23:09:59.993433+05:30,2026-04-25T01:00:00+00:00,2026-04-25T06:30:00+05:30,Clouds,overcast clouds,26.39,26.39,1008,84,94,10000,2.48,101,2.55,0,,
