sample_time_utc,sample_time_local,sample_local_hour,sample_interval_seconds,site_timezone,site_latitude,site_longitude,inverter_ip,slave_id,forecast_refresh_seconds,manufacturer,model,software_version,serial_number,site_power_w,site_energy_day_wh,site_energy_total_wh,ac_total_current_a,voltage_ab_v,voltage_an_v,ac_power_w,frequency_hz,apparent_power_va,power_factor_pct,lifetime_energy_wh,dc_power_total_w,operating_state_code,string1_current_a,string1_voltage_v,string1_power_w,string2_current_a,string2_voltage_v,string2_power_w,battery_soc_pct,battery_voltage_v,battery_status_code,owm_current_observation_time_utc,owm_current_observation_time_local,owm_current_weather_main,owm_current_weather_description,owm_current_temp_c,owm_current_feels_like_c,owm_current_pressure_hpa,owm_current_humidity_pct,owm_current_clouds_pct,owm_current_visibility_m,owm_current_wind_speed_ms,owm_current_wind_deg,owm_current_wind_gust_ms,owm_current_rain_1h_mm,owm_current_sunrise_utc,owm_current_sunset_utc,owm_current_source,owm_current_api_url,owm_forecast_for_sample_hour_fetch_time_utc,owm_forecast_for_sample_hour_fetch_time_local,owm_forecast_for_sample_hour_target_time_utc,owm_forecast_for_sample_hour_target_time_local,owm_forecast_for_sample_hour_weather_main,owm_forecast_for_sample_hour_weather_description,owm_forecast_for_sample_hour_temp_c,owm_forecast_for_sample_hour_feels_like_c,owm_forecast_for_sample_hour_pressure_hpa,owm_forecast_for_sample_hour_humidity_pct,owm_forecast_for_sample_hour_clouds_pct,owm_forecast_for_sample_hour_visibility_m,owm_forecast_for_sample_hour_wind_speed_ms,owm_forecast_for_sample_hour_wind_deg,owm_forecast_for_sample_hour_wind_gust_ms,owm_forecast_for_sample_hour_pop,owm_forecast_for_sample_hour_rain_1h_mm,owm_forecast_for_sample_hour_snow_1h_mm,owm_yesterday_forecast_for_sample_hour_fetch_time_utc,owm_yesterday_forecast_for_sample_hour_fetch_time_local,owm_yesterday_forecast_for_sample_hour_target_time_utc,owm_yesterday_forecast_for_sample_hour_target_time_local,owm_yesterday_forecast_for_sample_hour_weather_main,owm_yesterday_forecast_for_sample_hour_weather_description,owm_yesterday_forecast_for_sample_hour_temp_c,owm_yesterday_forecast_for_sample_hour_feels_like_c,owm_yesterday_forecast_for_sample_hour_pressure_hpa,owm_yesterday_forecast_for_sample_hour_humidity_pct,owm_yesterday_forecast_for_sample_hour_clouds_pct,owm_yesterday_forecast_for_sample_hour_visibility_m,owm_yesterday_forecast_for_sample_hour_wind_speed_ms,owm_yesterday_forecast_for_sample_hour_wind_deg,owm_yesterday_forecast_for_sample_hour_wind_gust_ms,owm_yesterday_forecast_for_sample_hour_pop,owm_yesterday_forecast_for_sample_hour_rain_1h_mm,owm_yesterday_forecast_for_sample_hour_snow_1h_mm
2026-04-22T08:40:00.023510+00:00,2026-04-22T14:10:00.023510+05:30,2026-04-22T14:00:00+05:30,300,Asia/Colombo,6.77,79.88,10.12.123.209,3,3600,Fronius,Symo 5.0-3-M,0.3.30.1,31331226,4838,31716,20609509,15.51,402,233,23340,36.02,5007,-210,14083200,3691,4,7.52,245.8,1848.4,7.45,247.4,1843.1,,,,2026-04-22T08:32:05+00:00,2026-04-22T14:02:05+05:30,Clouds,overcast clouds,32.83,39.83,1006,63,92,10000,4.25,248,4.04,,2026-04-22T00:29:37+00:00,2026-04-22T12:48:07+00:00,OpenWeather Current Weather API,https://api.openweathermap.org/data/2.5/weather?appid=ad68766b867a911094e68f762f59f00d&lat=6.77&lon=79.88&units=metric,2026-04-22T07:50:00.015165+00:00,2026-04-22T13:20:00.015165+05:30,2026-04-22T09:00:00+00:00,2026-04-22T14:30:00+05:30,Clouds,overcast clouds,29.57,34.01,1007,70,89,10000,4.25,248,4.04,0.59,,,2026-04-21T18:05:00.002464+00:00,2026-04-21T23:35:00.002464+05:30,2026-04-22T09:00:00+00:00,2026-04-22T14:30:00+05:30,Clouds,broken clouds,30.66,35.62,1006,66,53,10000,3.95,254,3.26,0.48,,
2026-04-22T08:45:00.014116+00:00,2026-04-22T14:15:00.014116+05:30,2026-04-22T14:00:00+05:30,300,Asia/Colombo,6.77,79.88,10.12.123.209,3,3600,Fronius,Symo 5.0-3-M,0.3.30.1,31331226,4763,32109,20609900,15.32,401.8,232.4,23230,35.5,5012,-190,14083490,3635,4,7.41,245.8,1821.3,7.34,247.2,1814.4,,,,2026-04-22T08:45:00+00:00,2026-04-22T14:15:00+05:30,Clouds,overcast clouds,32.89,39.89,1006,64,92,10000,4.25,248,4.04,,2026-04-22T00:29:37+00:00,2026-04-22T12:48:08+00:00,OpenWeather Current Weather API,https://api.openweathermap.org/data/2.5/weather?appid=ad68766b867a911094e68f762f59f00d&lat=6.77&lon=79.88&units=metric,2026-04-22T07:50:00.015165+00:00,2026-04-22T13:20:00.015165+05:30,2026-04-22T09:00:00+00:00,2026-04-22T14:30:00+05:30,Clouds,overcast clouds,29.57,34.01,1007,70,89,10000,4.25,248,4.04,0.59,,,2026-04-21T18:05:00.002464+00:00,2026-04-21T23:35:00.002464+05:30,2026-04-22T09:00:00+00:00,2026-04-22T14:30:00+05:30,Clouds,broken clouds,30.66,35.62,1006,66,53,10000,3.95,254,3.26,0.48,,
2026-04-22T08:50:00.013539+00:00,2026-04-22T14:20:00.013539+05:30,2026-04-22T14:00:00+05:30,300,Asia/Colombo,6.77,79.88,10.12.123.209,3,3600,Fronius,Symo 5.0-3-M,0.3.30.1,31331226,4618,32500,20610300,14.85,401.6,230.8,23340,34.43,5010,-190,14083780,3525,4,7.14,247.2,1765,7.12,247.2,1760,,,,2026-04-22T08:50:00+00:00,2026-04-22T14:20:00+05:30,Clouds,overcast clouds,33.44,40.44,1006,64,92,10000,4.25,248,4.04,,2026-04-22T00:29:37+00:00,2026-04-22T12:48:08+00:00,OpenWeather Current Weather API,https://api.openweathermap.org/data/2.5/weather?appid=ad68766b867a911094e68f762f59f00d&lat=6.77&lon=79.88&units=metric,2026-04-22T07:50:00.015165+00:00,2026-04-22T13:20:00.015165+05:30,2026-04-22T09:00:00+00:00,2026-04-22T14:30:00+05:30,Clouds,overcast clouds,29.57,34.01,1007,70,89,10000,4.25,248,4.04,0.59,,,2026-04-21T18:05:00.002464+00:00,2026-04-21T23:35:00.002464+05:30,2026-04-22T09:00:00+00:00,2026-04-22T14:30:00+05:30,Clouds,broken clouds,30.66,35.62,1006,66,53,10000,3.95,254,3.26,0.48,,
2026-04-22T08:55:00.015885+00:00,2026-04-22T14:25:00.015885+05:30,2026-04-22T14:00:00+05:30,300,Asia/Colombo,6.77,79.88,10.12.123.209,3,3600,Fronius,Symo 5.0-3-M,0.3.30.1,31331226,4450,32880,20610670,14.04,402,233.4,2339,325.8,502.7,-210,14084060,334.5,4,5.7,273.2,1557.2,7.19,248.7,1788.1,,,,2026-04-22T08:50:00+00:00,2026-04-22T14:20:00+05:30,Clouds,overcast clouds,33.44,40.44,1006,64,92,10000,4.25,248,4.04,,2026-04-22T00:29:37+00:00,2026-04-22T12:48:08+00:00,OpenWeather Current Weather API,https://api.openweathermap.org/data/2.5/weather?appid=ad68766b867a911094e68f762f59f00d&lat=6.77&lon=79.88&units=metric,2026-04-22T08:55:00.015885+00:00,2026-04-22T14:25:00.015885+05:30,2026-04-22T09:00:00+00:00,2026-04-22T14:30:00+05:30,Clouds,overcast clouds,33.44,40.44,1006,65,92,10000,4.25,248,4.04,0.59,,,2026-04-21T18:05:00.002464+00:00,2026-04-21T23:35:00.002464+05:30,2026-04-22T09:00:00+00:00,2026-04-22T14:30:00+05:30,Clouds,broken clouds,30.66,35.62,1006,66,53,10000,3.95,254,3.26,0.48,,
2026-04-22T09:00:00.009209+00:00,2026-04-22T14:30:00.009209+05:30,2026-04-22T14:00:00+05:30,300,Asia/Colombo,6.77,79.88,10.12.123.209,3,3600,Fronius,Symo 5.0-3-M,0.3.30.1,31331226,4621,33264,20611049,14.88,401.6,232.1,23160,34.44,5006,-220,14084349,3525,4,7.14,247.2,1765,7.08,248.7,1760.8,,,,2026-04-22T08:50:00+00:00,2026-04-22T14:20:00+05:30,Clouds,overcast clouds,33.44,40.44,1006,64,92,10000,4.25,248,4.04,,2026-04-22T00:29:37+00:00,2026-04-22T12:48:08+00:00,OpenWeather Current Weather API,https://api.openweathermap.org/data/2.5/weather?appid=ad68766b867a911094e68f762f59f00d&lat=6.77&lon=79.88&units=metric,2026-04-22T08:55:00.015885+00:00,2026-04-22T14:25:00.015885+05:30,2026-04-22T09:00:00+00:00,2026-04-22T14:30:00+05:30,Clouds,overcast clouds,33.44,40.44,1006,65,92,10000,4.25,248,4.04,0.59,,,2026-04-21T18:05:00.002464+00:00,2026-04-21T23:35:00.002464+05:30,2026-04-22T09:00:00+00:00,2026-04-22T14:30:00+05:30,Clouds,broken clouds,30.66,35.62,1006,66,53,10000,3.95,254,3.26,0.48,,
2026-04-22T09:05:00.003186+00:00,2026-04-22T14:35:00.003186+05:30,2026-04-22T14:00:00+05:30,300,Asia/Colombo,6.77,79.88,10.12.123.209,3,3600,Fronius,Symo 5.0-3-M,0.3.30.1,31331226,4623,33645,20611439,14.91,400.6,232.3,23220,34.45,5010,-220,14084629,3528,4,7.14,247.4,1766.4,7.08,248.9,1762.2,,,,2026-04-22T09:02:05+00:00,2026-04-22T14:32:05+05:30,Clouds,overcast clouds,33.38,40.38,1006,64,92,10000,4.25,248,4.04,,2026-04-22T00:29:37+00:00,2026-04-22T12:48:07+00:00,OpenWeather Current Weather API,https://api.openweathermap.org/data/2.5/weather?appid=ad68766b867a911094e68f762f59f00d&lat=6.77&lon=79.88&units=metric,2026-04-22T08:55:00.015885+00:00,2026-04-22T14:25:00.015885+05:30,2026-04-22T09:00:00+00:00,2026-04-22T14:30:00+05:30,Clouds,overcast clouds,33.44,40.44,1006,65,92,10000,4.25,248,4.04,0.59,,,2026-04-21T18:05:00.002464+00:00,2026-04-21T23:35:00.002464+05:30,2026-04-22T09:00:00+00:00,2026-04-22T14:30:00+05:30,Clouds,broken clouds,30.66,35.62,1006,66,53,10000,3.95,254,3.26,0.48,,
2026-04-22T09:10:00.005026+00:00,2026-04-22T14:40:00.005026+05:30,2026-04-22T14:00:00+05:30,300,Asia/Colombo,6.77,79.88,10.12.123.209,3,3600,Fronius,Symo 5.0-3-M,0.3.30.1,31331226,4446,34022,20611809,14.4,399.4,232.6,22980,33.12,5002,-310,14084910,3394,4,6.87,247.4,1699.6,6.81,248.9,1695,,,,2026-04-22T09:02:05+00:00,2026-04-22T14:32:05+05:30,Clouds,overcast clouds,33.38,40.38,1006,64,92,10000,4.25,248,4.04,,2026-04-22T00:29:37+00:00,2026-04-22T12:48:07+00:00,OpenWeather Current Weather API,https://api.openweathermap.org/data/2.5/weather?appid=ad68766b867a911094e68f762f59f00d&lat=6.77&lon=79.88&units=metric,2026-04-22T08:55:00.015885+00:00,2026-04-22T14:25:00.015885+05:30,2026-04-22T09:00:00+00:00,2026-04-22T14:30:00+05:30,Clouds,overcast clouds,33.44,40.44,1006,65,92,10000,4.25,248,4.04,0.59,,,2026-04-21T18:05:00.002464+00:00,2026-04-21T23:35:00.002464+05:30,2026-04-22T09:00:00+00:00,2026-04-22T14:30:00+05:30,Clouds,broken clouds,30.66,35.62,1006,66,53,10000,3.95,254,3.26,0.48,,
2026-04-22T09:15:00.011540+00:00,2026-04-22T14:45:00.011540+05:30,2026-04-22T14:00:00+05:30,300,Asia/Colombo,6.77,79.88,10.12.123.209,3,3600,Fronius,Symo 5.0-3-M,0.3.30.1,31331226,4321,34388,20612180,13.98,399.8,231.4,2317,321.9,500,-240,14085180,329.5,4,6.63,248.9,1650.2,6.61,248.9,1645.2,,,,2026-04-22T09:15:00+00:00,2026-04-22T14:45:00+05:30,Clouds,overcast clouds,34,41,1006,63,92,10000,4.25,248,4.04,,2026-04-22T00:29:37+00:00,2026-04-22T12:48:08+00:00,OpenWeather Current Weather API,https://api.openweathermap.org/data/2.5/weather?appid=ad68766b867a911094e68f762f59f00d&lat=6.77&lon=79.88&units=metric,2026-04-22T08:55:00.015885+00:00,2026-04-22T14:25:00.015885+05:30,2026-04-22T09:00:00+00:00,2026-04-22T14:30:00+05:30,Clouds,overcast clouds,33.44,40.44,1006,65,92,10000,4.25,248,4.04,0.59,,,2026-04-21T18:05:00.002464+00:00,2026-04-21T23:35:00.002464+05:30,2026-04-22T09:00:00+00:00,2026-04-22T14:30:00+05:30,Clouds,broken clouds,30.66,35.62,1006,66,53,10000,3.95,254,3.26,0.48,,
2026-04-22T09:20:00.018069+00:00,2026-04-22T14:50:00.018069+05:30,2026-04-22T14:00:00+05:30,300,Asia/Colombo,6.77,79.88,10.12.123.209,3,3600,Fronius,Symo 5.0-3-M,0.3.30.1,31331226,4067,34736,20612540,13.13,398.2,230.6,2297,301.2,502.2,120,14085450,3089.5,4,5.76,263.6,1518.3,6.31,249,1571.1,,,,2026-04-22T09:20:00+00:00,2026-04-22T14:50:00+05:30,Clouds,overcast clouds,32.89,39.89,1006,64,92,10000,4.25,248,4.04,,2026-04-22T00:29:37+00:00,2026-04-22T12:48:08+00:00,OpenWeather Current Weather API,https://api.openweathermap.org/data/2.5/weather?appid=ad68766b867a911094e68f762f59f00d&lat=6.77&lon=79.88&units=metric,2026-04-22T08:55:00.015885+00:00,2026-04-22T14:25:00.015885+05:30,2026-04-22T09:00:00+00:00,2026-04-22T14:30:00+05:30,Clouds,overcast clouds,33.44,40.44,1006,65,92,10000,4.25,248,4.04,0.59,,,2026-04-21T18:05:00.002464+00:00,2026-04-21T23:35:00.002464+05:30,2026-04-22T09:00:00+00:00,2026-04-22T14:30:00+05:30,Clouds,broken clouds,30.66,35.62,1006,66,53,10000,3.95,254,3.26,0.48,,
2026-04-22T09:25:00.007136+00:00,2026-04-22T14:55:00.007136+05:30,2026-04-22T14:00:00+05:30,300,Asia/Colombo,6.77,79.88,10.12.123.209,3,3600,Fronius,Symo 5.0-3-M,0.3.30.1,31331226,4005,35079,20612880,12.78,399,231.2,2327,295,502.6,190,14085700,3026.9,4,5.35,270.7,1448.2,6.34,249,1578.6,,,,2026-04-22T09:20:00+00:00,2026-04-22T14:50:00+05:30,Clouds,overcast clouds,32.89,39.89,1006,64,92,10000,4.25,248,4.04,,2026-04-22T00:29:37+00:00,2026-04-22T12:48:08+00:00,OpenWeather Current Weather API,https://api.openweathermap.org/data/2.5/weather?appid=ad68766b867a911094e68f762f59f00d&lat=6.77&lon=79.88&units=metric,2026-04-22T08:55:00.015885+00:00,2026-04-22T14:25:00.015885+05:30,2026-04-22T09:00:00+00:00,2026-04-22T14:30:00+05:30,Clouds,overcast clouds,33.44,40.44,1006,65,92,10000,4.25,248,4.04,0.59,,,2026-04-21T18:05:00.002464+00:00,2026-04-21T23:35:00.002464+05:30,2026-04-22T09:00:00+00:00,2026-04-22T14:30:00+05:30,Clouds,broken clouds,30.66,35.62,1006,66,53,10000,3.95,254,3.26,0.48,,
2026-04-22T09:30:00.007825+00:00,2026-04-22T15:00:00.007825+05:30,2026-04-22T15:00:00+05:30,300,Asia/Colombo,6.77,79.88,10.12.123.209,3,3600,Fronius,Symo 5.0-3-M,0.3.30.1,31331226,4041,35390,20613190,12.97,403.8,234.1,2311,301.7,501.6,-100,14085930,3089.9,4,6.21,248.9,1545.6,6.16,250.7,1544.3,,,,2026-04-22T09:20:00+00:00,2026-04-22T14:50:00+05:30,Clouds,overcast clouds,32.89,39.89,1006,64,92,10000,4.25,248,4.04,,2026-04-22T00:29:37+00:00,2026-04-22T12:48:08+00:00,OpenWeather Current Weather API,https://api.openweathermap.org/data/2.5/weather?appid=ad68766b867a911094e68f762f59f00d&lat=6.77&lon=79.88&units=metric,2026-04-22T08:55:00.015885+00:00,2026-04-22T14:25:00.015885+05:30,2026-04-22T10:00:00+00:00,2026-04-22T15:30:00+05:30,Rain,light rain,32.74,39.74,1006,66,92,10000,4.47,251,4.35,0.7,0.43,,2026-04-21T18:05:00.002464+00:00,2026-04-21T23:35:00.002464+05:30,2026-04-22T10:00:00+00:00,2026-04-22T15:30:00+05:30,Clouds,scattered clouds,30.33,35.09,1006,67,42,10000,4.23,256,3.99,0.46,,
2026-04-22T09:35:00.013962+00:00,2026-04-22T15:05:00.013962+05:30,2026-04-22T15:00:00+05:30,300,Asia/Colombo,6.77,79.88,10.12.123.209,3,3600,Fronius,Symo 5.0-3-M,0.3.30.1,31331226,3961,35724,20613520,12.77,402,232.7,2319,296.1,501.7,-90,14086180,3032.8,4,6.05,250.6,1516.1,6.03,250.7,1511.7,,,,2026-04-22T09:32:05+00:00,2026-04-22T15:02:05+05:30,Clouds,overcast clouds,32.83,39.83,1006,66,94,10000,4.47,251,4.35,,2026-04-22T00:29:37+00:00,2026-04-22T12:48:07+00:00,OpenWeather Current Weather API,https://api.openweathermap.org/data/2.5/weather?appid=ad68766b867a911094e68f762f59f00d&lat=6.77&lon=79.88&units=metric,2026-04-22T08:55:00.015885+00:00,2026-04-22T14:25:00.015885+05:30,2026-04-22T10:00:00+00:00,2026-04-22T15:30:00+05:30,Rain,light rain,32.74,39.74,1006,66,92,10000,4.47,251,4.35,0.7,0.43,,2026-04-21T18:05:00.002464+00:00,2026-04-21T23:35:00.002464+05:30,2026-04-22T10:00:00+00:00,2026-04-22T15:30:00+05:30,Clouds,scattered clouds,30.33,35.09,1006,67,42,10000,4.23,256,3.99,0.46,,
2026-04-22T09:40:00.014356+00:00,2026-04-22T15:10:00.014356+05:30,2026-04-22T15:00:00+05:30,300,Asia/Colombo,6.77,79.88,10.12.123.209,3,3600,Fronius,Symo 5.0-3-M,0.3.30.1,31331226,3836,36045,20613840,12.41,400.2,232.6,2318,286.3,501.6,-230,14086420,2936.9,4,5.87,250.6,1471,5.88,249.3,1465.8,,,,2026-04-22T09:32:05+00:00,2026-04-22T15:02:05+05:30,Clouds,overcast clouds,32.83,39.83,1006,66,94,10000,4.47,251,4.35,,2026-04-22T00:29:37+00:00,2026-04-22T12:48:07+00:00,OpenWeather Current Weather API,https://api.openweathermap.org/data/2.5/weather?appid=ad68766b867a911094e68f762f59f00d&lat=6.77&lon=79.88&units=metric,2026-04-22T08:55:00.015885+00:00,2026-04-22T14:25:00.015885+05:30,2026-04-22T10:00:00+00:00,2026-04-22T15:30:00+05:30,Rain,light rain,32.74,39.74,1006,66,92,10000,4.47,251,4.35,0.7,0.43,,2026-04-21T18:05:00.002464+00:00,2026-04-21T23:35:00.002464+05:30,2026-04-22T10:00:00+00:00,2026-04-22T15:30:00+05:30,Clouds,scattered clouds,30.33,35.09,1006,67,42,10000,4.23,256,3.99,0.46,,
2026-04-22T09:45:00.007296+00:00,2026-04-22T15:15:00.007296+05:30,2026-04-22T15:00:00+05:30,300,Asia/Colombo,6.77,79.88,10.12.123.209,3,3600,Fronius,Symo 5.0-3-M,0.3.30.1,31331226,3768,36361,20614149,12.18,400.2,232.6,2309,281.2,500.9,-200,14086649,2881.6,4,5.72,252.3,1443.1,5.77,249.3,1438.4,,,,2026-04-22T09:45:00+00:00,2026-04-22T15:15:00+05:30,Clouds,overcast clouds,32.89,39.89,1006,64,94,10000,4.47,251,4.35,,2026-04-22T00:29:37+00:00,2026-04-22T12:48:08+00:00,OpenWeather Current Weather API,https://api.openweathermap.org/data/2.5/weather?appid=ad68766b867a911094e68f762f59f00d&lat=6.77&lon=79.88&units=metric,2026-04-22T08:55:00.015885+00:00,2026-04-22T14:25:00.015885+05:30,2026-04-22T10:00:00+00:00,2026-04-22T15:30:00+05:30,Rain,light rain,32.74,39.74,1006,66,92,10000,4.47,251,4.35,0.7,0.43,,2026-04-21T18:05:00.002464+00:00,2026-04-21T23:35:00.002464+05:30,2026-04-22T10:00:00+00:00,2026-04-22T15:30:00+05:30,Clouds,scattered clouds,30.33,35.09,1006,67,42,10000,4.23,256,3.99,0.46,,
2026-04-22T09:50:00.006377+00:00,2026-04-22T15:20:00.006377+05:30,2026-04-22T15:00:00+05:30,300,Asia/Colombo,6.77,79.88,10.12.123.209,3,3600,Fronius,Symo 5.0-3-M,0.3.30.1,31331226,3560,36659,20614460,11.49,400.8,230.7,2322,265.8,501.4,-120,14086880,2725.8,4,5.41,252.3,1364.9,5.36,253.9,1360.9,,,,2026-04-22T09:45:00+00:00,2026-04-22T15:15:00+05:30,Clouds,overcast clouds,32.89,39.89,1006,64,94,10000,4.47,251,4.35,,2026-04-22T00:29:37+00:00,2026-04-22T12:48:08+00:00,OpenWeather Current Weather API,https://api.openweathermap.org/data/2.5/weather?appid=ad68766b867a911094e68f762f59f00d&lat=6.77&lon=79.88&units=metric,2026-04-22T08:55:00.015885+00:00,2026-04-22T14:25:00.015885+05:30,2026-04-22T10:00:00+00:00,2026-04-22T15:30:00+05:30,Rain,light rain,32.74,39.74,1006,66,92,10000,4.47,251,4.35,0.7,0.43,,2026-04-21T18:05:00.002464+00:00,2026-04-21T23:35:00.002464+05:30,2026-04-22T10:00:00+00:00,2026-04-22T15:30:00+05:30,Clouds,scattered clouds,30.33,35.09,1006,67,42,10000,4.23,256,3.99,0.46,,
2026-04-22T09:55:00.007722+00:00,2026-04-22T15:25:00.007722+05:30,2026-04-22T15:00:00+05:30,300,Asia/Colombo,6.77,79.88,10.12.123.209,3,3600,Fronius,Symo 5.0-3-M,0.3.30.1,31331226,3614,36962,20614750,11.76,397.4,230.8,2288,269.7,500.2,120,14087100,2761.2,4,5.48,252.3,1382.6,5.43,253.9,1378.6,,,,2026-04-22T09:45:00+00:00,2026-04-22T15:15:00+05:30,Clouds,overcast clouds,32.89,39.89,1006,64,94,10000,4.47,251,4.35,,2026-04-22T00:29:37+00:00,2026-04-22T12:48:08+00:00,OpenWeather Current Weather API,https://api.openweathermap.org/data/2.5/weather?appid=ad68766b867a911094e68f762f59f00d&lat=6.77&lon=79.88&units=metric,2026-04-22T08:55:00.015885+00:00,2026-04-22T14:25:00.015885+05:30,2026-04-22T10:00:00+00:00,2026-04-22T15:30:00+05:30,Rain,light rain,32.74,39.74,1006,66,92,10000,4.47,251,4.35,0.7,0.43,,2026-04-21T18:05:00.002464+00:00,2026-04-21T23:35:00.002464+05:30,2026-04-22T10:00:00+00:00,2026-04-22T15:30:00+05:30,Clouds,scattered clouds,30.33,35.09,1006,67,42,10000,4.23,256,3.99,0.46,,
2026-04-22T10:00:00.016298+00:00,2026-04-22T15:30:00.016298+05:30,2026-04-22T15:00:00+05:30,300,Asia/Colombo,6.77,79.88,10.12.123.209,3,3600,Fronius,Symo 5.0-3-M,0.3.30.1,31331226,3377,37252,20615050,10.98,397,229.3,2304,251.6,501.5,-180,14087320,2579.1,4,5.08,253.8,1289.3,5.07,254,1287.7,,,,2026-04-22T10:00:03+00:00,2026-04-22T15:30:03+05:30,Clouds,overcast clouds,32.89,39.89,1006,67,94,10000,4.47,251,4.35,,2026-04-22T00:29:37+00:00,2026-04-22T12:48:08+00:00,OpenWeather Current Weather API,https://api.openweathermap.org/data/2.5/weather?appid=ad68766b867a911094e68f762f59f00d&lat=6.77&lon=79.88&units=metric,2026-04-22T08:55:00.015885+00:00,2026-04-22T14:25:00.015885+05:30,2026-04-22T10:00:00+00:00,2026-04-22T15:30:00+05:30,Rain,light rain,32.74,39.74,1006,66,92,10000,4.47,251,4.35,0.7,0.43,,2026-04-21T18:05:00.002464+00:00,2026-04-21T23:35:00.002464+05:30,2026-04-22T10:00:00+00:00,2026-04-22T15:30:00+05:30,Clouds,scattered clouds,30.33,35.09,1006,67,42,10000,4.23,256,3.99,0.46,,
2026-04-22T10:05:00.002859+00:00,2026-04-22T15:35:00.002859+05:30,2026-04-22T15:00:00+05:30,300,Asia/Colombo,6.77,79.88,10.12.123.209,3,3600,Fronius,Symo 5.0-3-M,0.3.30.1,31331226,3247,37522,20615320,10.59,396.4,228.7,2293,242.4,501.8,-190,14087520,2485.6,4,4.9,253.8,1243.6,4.88,253.9,1239,,,,2026-04-22T10:00:03+00:00,2026-04-22T15:30:03+05:30,Clouds,overcast clouds,32.89,39.89,1006,67,94,10000,4.47,251,4.35,,2026-04-22T00:29:37+00:00,2026-04-22T12:48:08+00:00,OpenWeather Current Weather API,https://api.openweathermap.org/data/2.5/weather?appid=ad68766b867a911094e68f762f59f00d&lat=6.77&lon=79.88&units=metric,2026-04-22T08:55:00.015885+00:00,2026-04-22T14:25:00.015885+05:30,2026-04-22T10:00:00+00:00,2026-04-22T15:30:00+05:30,Rain,light rain,32.74,39.74,1006,66,92,10000,4.47,251,4.35,0.7,0.43,,2026-04-21T18:05:00.002464+00:00,2026-04-21T23:35:00.002464+05:30,2026-04-22T10:00:00+00:00,2026-04-22T15:30:00+05:30,Clouds,scattered clouds,30.33,35.09,1006,67,42,10000,4.23,256,3.99,0.46,,
2026-04-22T10:10:00.011912+00:00,2026-04-22T15:40:00.011912+05:30,2026-04-22T15:00:00+05:30,300,Asia/Colombo,6.77,79.88,10.12.123.209,3,3600,Fronius,Symo 5.0-3-M,0.3.30.1,31331226,3252,37795,20615589,10.64,395.8,229.6,2279,242.6,498.9,120,14087719,2486.6,4,4.9,254,1244.6,4.89,254,1242,,,,2026-04-22T10:00:03+00:00,2026-04-22T15:30:03+05:30,Clouds,overcast clouds,32.89,39.89,1006,67,94,10000,4.47,251,4.35,,2026-04-22T00:29:37+00:00,2026-04-22T12:48:08+00:00,OpenWeather Current Weather API,https://api.openweathermap.org/data/2.5/weather?appid=ad68766b867a911094e68f762f59f00d&lat=6.77&lon=79.88&units=metric,2026-04-22T08:55:00.015885+00:00,2026-04-22T14:25:00.015885+05:30,2026-04-22T10:00:00+00:00,2026-04-22T15:30:00+05:30,Rain,light rain,32.74,39.74,1006,66,92,10000,4.47,251,4.35,0.7,0.43,,2026-04-21T18:05:00.002464+00:00,2026-04-21T23:35:00.002464+05:30,2026-04-22T10:00:00+00:00,2026-04-22T15:30:00+05:30,Clouds,scattered clouds,30.33,35.09,1006,67,42,10000,4.23,256,3.99,0.46,,
2026-04-22T10:15:00.010084+00:00,2026-04-22T15:45:00.010084+05:30,2026-04-22T15:00:00+05:30,300,Asia/Colombo,6.77,79.88,10.12.123.209,3,3600,Fronius,Symo 5.0-3-M,0.3.30.1,31331226,3078,38050,20615840,10.09,397,229.3,2294,231.1,501.1,240,14087920,2368.6,4,4.67,254,1186.1,4.63,255.4,1182.5,,,,2026-04-22T10:15:00+00:00,2026-04-22T15:45:00+05:30,Clouds,overcast clouds,32.89,39.89,1006,66,94,10000,4.47,251,4.35,,2026-04-22T00:29:37+00:00,2026-04-22T12:48:08+00:00,OpenWeather Current Weather API,https://api.openweathermap.org/data/2.5/weather?appid=ad68766b867a911094e68f762f59f00d&lat=6.77&lon=79.88&units=metric,2026-04-22T08:55:00.015885+00:00,2026-04-22T14:25:00.015885+05:30,2026-04-22T10:00:00+00:00,2026-04-22T15:30:00+05:30,Rain,light rain,32.74,39.74,1006,66,92,10000,4.47,251,4.35,0.7,0.43,,2026-04-21T18:05:00.002464+00:00,2026-04-21T23:35:00.002464+05:30,2026-04-22T10:00:00+00:00,2026-04-22T15:30:00+05:30,Clouds,scattered clouds,30.33,35.09,1006,67,42,10000,4.23,256,3.99,0.46,,
